event_id,event_description,start_tstamp,confirmed_tstamp,created_tstamp,closed_tstamp,event_type,event_subtype,location,latitude,longitude,number_of_responders,lanes_affected
MDOT_CHART_9600454c0e6200b70041b48c33235daa,Congestion Event @ I-495 PRIOR MD 355,,2004-12-08 15:21:32-05,2004-12-08 15:21:31-05,2004-12-08 19:00:12-05,trafficConditions,traffic congestion,I-495 PRIOR MD 355,39.0156665,-77.0984203,0.0,
MDOT_CHART_010046b60e6200b70041b48c33235daa,Congestion Event @ I-495 INTO NORTHERN VIRGINIA,,2004-12-08 15:23:18-05,2004-12-08 15:23:17-05,2004-12-08 19:30:31-05,trafficConditions,traffic congestion,I-495 INTO NORTHERN VIRGINIA,38.9741728,-77.179871,0.0,
MDOT_CHART_61004824016600b7004105e89f035daa,"Incident @ I/L I-695 PAST X-22[Collision, Property Damage]",,2004-12-08 15:38:16-05,2004-12-08 15:38:31-05,2004-12-08 15:55:22-05,accidentsAndIncidents,accident,I/L I-695 PAST X-22,39.4012854,-76.6785403,4.0,1.0
MDOT_CHART_29001628006600b7004104e897035daa,Disabled Vehicle Event @ I-95 PRIOR TO MD 201,,2004-12-08 15:38:30-05,2004-12-08 15:38:53-05,2004-12-08 15:45:28-05,accidentsAndIncidents,disabled vehicle,I-95 PRIOR TO MD 201,39.0033738,-76.8944051,1.0,
MDOT_CHART_27001814007600b7004104e897035daa,Incident @ US 50 WEST OF CHURCH RD[Disabled In Roadway],,2004-12-08 16:46:19-05,2004-12-08 16:46:25-05,2004-12-08 16:54:51-05,accidentsAndIncidents,disabled vehicle,US 50 WEST OF CHURCH RD,38.9464528,-76.760695,3.0,1.0
MDOT_CHART_0c004aa80e7700b70041b48c33235daa,Incident @ I-95 PRIOR MD 212 [Debris In Roadway],,2004-12-08 16:52:40-05,2004-12-08 16:52:39-05,2004-12-08 17:06:50-05,obstruction,debris on roadway,I-95 PRIOR MD 212,39.0492689,-76.9299071,2.0,
MDOT_CHART_4f001c35007900b7004104e897035daa,Disabled Vehicle Event @ US 50 AT I-95,,2004-12-08 16:59:49-05,2004-12-08 17:00:02-05,2004-12-08 17:10:02-05,accidentsAndIncidents,disabled vehicle,US 50 AT I-95,38.9441934,-76.8565296,1.0,
MDOT_CHART_abff1e8f007900b7004104e897035daa,Disabled Vehicle Event @ I-495 AT OLD GEOERGETOWN RD,,2004-12-08 17:02:33-05,2004-12-08 17:02:51-05,2004-12-08 17:03:22-05,accidentsAndIncidents,disabled vehicle,I-495 AT OLD GEOERGETOWN RD,39.0284288,-77.1187898,1.0,
MDOT_CHART_4e004ee20e7b00b70041b48c33235daa,"Incident @ I-70 1 MILE EAST OF MD(Colision, Personal Injury]",,2004-12-08 17:10:42-05,2004-12-08 17:10:42-05,2004-12-08 18:27:08-05,accidentsAndIncidents,accident,I-70 1 MILE EAST OF MD 27,39.3252495,-77.0113591,4.0,
MDOT_CHART_54002231007c00b7004104e897035daa,Disabled Vehicle Event @ I-495 AT BRADLEY BLVD UNDERPASS,,2004-12-08 17:12:43-05,2004-12-08 17:13:04-05,2004-12-08 17:14:28-05,accidentsAndIncidents,disabled vehicle,I-495 AT BRADLEY BLVD UNDERPASS,39.0088516,-77.1517476,1.0,
MDOT_CHART_330053c00e7d00b70041b48c33235daa,Incident @ I-495 ON AM LEGION BRIDGE [Disabled In Roadway],,2004-12-08 17:18:40-05,2004-12-08 17:18:40-05,2004-12-08 17:32:51-05,accidentsAndIncidents,disabled vehicle,I-495 ON AM LEGION BRIDGE,38.9659102,-77.1786739,5.0,
MDOT_CHART_97002470007e00b7004104e897035daa,Disabled Vehicle Event @ I-95 NORTH OF MD 295,,2004-12-08 17:22:01-05,2004-12-08 17:22:31-05,2004-12-08 17:23:07-05,accidentsAndIncidents,disabled vehicle,I-95 NORTH OF MD 295,38.9907709,-76.8850971,1.0,
MDOT_CHART_b5ffbfe9007e00b7004106e89f035daa,Incident @ I-695 @ EX 9 HOLLINS FERRY RD[Debris In Roadway],,2004-12-08 17:24:38-05,2004-12-08 17:24:38-05,2004-12-08 17:49:10-05,obstruction,debris on roadway,I-695 @ EX 9 HOLLINS FERRY RD,39.2455841,-76.6734736,1.0,0.0
MDOT_CHART_8fff2a60008000b7004104e897035daa,Disabled Vehicle Event @ I-495 AT MD 185,,2004-12-08 17:30:26-05,2004-12-08 17:30:45-05,2004-12-08 17:36:48-05,accidentsAndIncidents,disabled vehicle,I-495 AT MD 185,39.0044663,-77.0786065,1.0,
MDOT_CHART_dbff585f0e8100b70041b48c33235daa,Congestion Event @ I-95 PRIOR US 1,,2004-12-08 17:34:07-05,2004-12-08 17:34:07-05,2004-12-08 19:00:27-05,trafficConditions,traffic congestion,I-95 PRIOR US 1,39.0191738,-76.9254674,0.0,
MDOT_CHART_4fff2c1d008100b7004104e897035daa,"Incident @ I-495 AT MD 97[Collision, Property Damage]",,2004-12-08 17:33:42-05,2004-12-08 17:34:13-05,2004-12-08 18:02:03-05,accidentsAndIncidents,accident,I-495 AT MD 97,39.0113338,-77.0420975,5.0,1.0
MDOT_CHART_14ff59970e8100b70041b48c33235daa,Incident @ I-95 PRIOR MD 201 [Disabled In Roadway],,2004-12-08 17:35:03-05,2004-12-08 17:35:02-05,2004-12-08 17:48:40-05,accidentsAndIncidents,disabled vehicle,I-95 PRIOR MD 201,39.0026511,-76.8934568,1.0,1.0
MDOT_CHART_b7ff5f2d0e8800b70041b48c33235daa,"Incident @ US 50 AT MD 704 [Collision, Personal Injury]",,2004-12-08 18:03:09-05,2004-12-08 18:03:08-05,2004-12-08 18:56:10-05,accidentsAndIncidents,accident,US 50 AT MD 704,38.9457721,-76.8440224,7.0,4.0
MDOT_CHART_d4fe3295008800b7004104e897035daa,Disabled Vehicle Event @ I-495 AT MD 355,,2004-12-08 18:05:10-05,2004-12-08 18:05:29-05,2004-12-08 18:06:49-05,accidentsAndIncidents,disabled vehicle,I-495 AT MD 355,39.01699,-77.1001205,1.0,
MDOT_CHART_cbfec7ed008800b7004106e89f035daa,Incident @ I-695 PRIOR TO EX 12 WILKENS AVE[Vehicle Fire],,2004-12-08 18:06:47-05,2004-12-08 18:06:47-05,2004-12-08 18:16:27-05,accidentsAndIncidents,vehicle on fire,I-695 PRIOR TO EX 12 WILKENS AVE,39.291594,-76.7418127,4.0,1.0
MDOT_CHART_0bff34c9008900b7004104e897035daa,Disabled Vehicle Event @ I-495 PRIOR TO MD 190,,2004-12-08 18:10:20-05,2004-12-08 18:10:23-05,2004-12-08 18:27:45-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR TO MD 190,38.9901544,-77.1569887,2.0,
MDOT_CHART_b8ff3871008a00b7004104e897035daa,Disabled Vehicle Event @ I-495 AT MD 97,,2004-12-08 18:13:09-05,2004-12-08 18:14:03-05,2004-12-08 18:21:19-05,accidentsAndIncidents,disabled vehicle,I-495 AT MD 97,39.0128544,-77.0408925,1.0,
MDOT_CHART_9bff3c4c008e00b7004104e897035daa,Disabled Vehicle Event @ I-95 RAMP TO US 50,,2004-12-08 18:29:42-05,2004-12-08 18:29:47-05,2004-12-08 18:47:55-05,accidentsAndIncidents,disabled vehicle,I-95 RAMP TO US 50,38.9441955,-76.8582262,2.0,
MDOT_CHART_e4fed1f5008f00b7004106e89f035daa,"Incident @ I-795 PAST I-695[Collision, Property Damage]",,2004-12-08 18:36:38-05,2004-12-08 18:36:38-05,2004-12-08 18:54:30-05,accidentsAndIncidents,accident,I-795 PAST I-695,39.3774552,-76.7467652,1.0,
MDOT_CHART_15006b750e9200b70041b48c33235daa,"Incident @ I-95 PRIOR MD 201 [Collision, Property Damage]",,2004-12-08 18:47:01-05,2004-12-08 18:47:01-05,2004-12-08 18:59:19-05,accidentsAndIncidents,accident,I-95 PRIOR MD 201,39.0016072,-76.8944077,5.0,1.0
MDOT_CHART_6aff3f13009300b7004104e897035daa,Incident @ I-495 AT THE AMERICAN LEGION[Disabled In Roadway],,2004-12-08 18:50:03-05,2004-12-08 18:50:16-05,2004-12-08 19:04:23-05,accidentsAndIncidents,disabled vehicle,I-495 AT THE AMERICAN LEGION BRIDGE,38.9659084,-77.1798501,3.0,0.0
MDOT_CHART_75ff4317009600b7004104e897035daa,Disabled Vehicle Event @ I-95 AT MD 414,,2004-12-08 19:02:51-05,2004-12-08 19:03:11-05,2004-12-08 19:11:49-05,accidentsAndIncidents,disabled vehicle,I-95 AT MD 414,38.8081863,-76.9697262,1.0,
MDOT_CHART_e3fe4583009600b7004104e897035daa,Disabled Vehicle Event @ US 50 RAMP TO MD 197,,2004-12-08 19:04:48-05,2004-12-08 19:05:18-05,2004-12-08 19:21:07-05,accidentsAndIncidents,disabled vehicle,US 50 RAMP TO MD 197,38.9525554,-76.7420659,1.0,
MDOT_CHART_bafed9bb009700b7004106e89f035daa,Incident @ I-695 PRIOR TO EX 13 FREDERI[Disabled In Roadway],,2004-12-08 19:10:05-05,2004-12-08 19:10:04-05,2004-12-08 19:36:56-05,accidentsAndIncidents,disabled vehicle,I-695 PRIOR TO EX 13 FREDERICK RD,39.2867704,-76.7387311,3.0,2.0
MDOT_CHART_9eff4739009900b7004104e897035daa,Disabled Vehicle Event @ US 50 AT I-495,,2004-12-08 19:16:14-05,2004-12-08 19:16:35-05,2004-12-08 19:17:53-05,accidentsAndIncidents,disabled vehicle,US 50 AT I-495,38.9442498,-76.8475595,1.0,
MDOT_CHART_5bff4aea00a200b7004104e897035daa,Incident @ I-95 RAMP TO MD 212[Disabled In Roadway],,2004-12-08 19:57:41-05,2004-12-08 19:57:53-05,2004-12-08 20:00:16-05,accidentsAndIncidents,disabled vehicle,I-95 RAMP TO MD 212,39.0505928,-76.9282066,1.0,1.0
MDOT_CHART_9cfff96500af00b7004106e89f035daa,Incident @ nned Closure @ I-83 RAMP TO I-695 I/L,,2004-12-08 20:44:46-05,2004-12-08 20:50:29-05,2004-12-09 15:25:06-05,roadwork,road construction,I-83 RAMP TO I-695 I/L,39.4209913,-76.6376261,1.0,1.0
MDOT_CHART_8fff051200ce00b700418de833035daa,Incident @ US 29 BETW MD 193 &SOUTHWOOD AVE[WATERMAIN BREAK],,2004-12-08 23:23:16-05,2004-12-08 23:28:12-05,2004-12-13 22:56:34-05,accidentsAndIncidents,incident,US 29 BETWEEN MD 193 & SOUTHWOOD AVE.,39.0189484,-77.0132445,4.0,1.0
MDOT_CHART_a0ff805f0e1d00b80041b48c33235daa,Incident @ MD 450 AT FONTANA DRIVE [Debris In Roadway],,2004-12-09 04:39:43-05,2004-12-09 04:39:43-05,2004-12-09 19:00:06-05,obstruction,debris on roadway,MD 450 AT FONTANA DRIVE,38.9647244,-76.8484366,1.0,4.0
MDOT_CHART_f5fe85a00e2c00b80041b48c33235daa,"Incident @ I-95 PRIOR MD 337 [Collision, Property Damage]",,2004-12-09 05:44:48-05,2004-12-09 05:44:48-05,2004-12-09 19:00:06-05,accidentsAndIncidents,accident,I-95 PRIOR MD 337,38.8147332,-76.9092961,6.0,1.0
MDOT_CHART_36ff8ed60e2e00b80041b48c33235daa,"Incident @ I-95 PRIOR W W BRIDG [Collision, Property Damage]",,2004-12-09 05:54:14-05,2004-12-09 05:54:14-05,2004-12-09 19:30:06-05,accidentsAndIncidents,accident,I-95 PRIOR W W BRIDGE,38.7940316,-77.0161338,4.0,1.0
MDOT_CHART_8cfffdcf003000b8004106e89f035daa,"Incident @ MD 100 PAST  OAKWOOD [Collision, Personal Injury]",,2004-12-09 06:03:22-05,2004-12-09 06:03:24-05,2004-12-09 20:40:06-05,accidentsAndIncidents,accident,MD 100 PAST  OAKWOOD RD,39.1399343,-76.6212525,5.0,2.0
MDOT_CHART_0a00ab7f0e3c00b80041b48c33235daa,Incident @ I-495 AT MD 185 [Debris In Roadway],,2004-12-09 06:52:31-05,2004-12-09 06:52:31-05,2004-12-09 22:10:06-05,obstruction,debris on roadway,I-495 AT MD 185,39.0045097,-77.0773958,8.0,2.0
MDOT_CHART_fbffb0690e3e00b80041b48c33235daa,"Incident @ I-95 NORTH OF MD RT  [Collision, Personal Injury]",,2004-12-09 07:03:51-05,2004-12-09 07:00:41-05,2004-12-09 20:25:06-05,accidentsAndIncidents,accident,I-95 NORTH OF MD RT 4,38.8687937,-76.8399806,4.0,2.0
MDOT_CHART_73ffcabe0e4700b80041b48c33235daa,"Incident @ I-495 PAST US ROUTE  [Collision, Property Damage]",,2004-12-09 07:40:30-05,2004-12-09 07:40:30-05,2004-12-09 21:00:06-05,accidentsAndIncidents,accident,I-495 PAST US ROUTE 1,39.0195836,-76.9371676,3.0,2.0
MDOT_CHART_96ff2c84015500b8004106e89f035daa,"Incident @ I-95 PRIOR TO EXIT 49[Collision, Property Damage]",,2004-12-09 08:39:43-05,2004-12-09 08:39:43-05,2004-12-09 22:10:06-05,accidentsAndIncidents,incident,I-95 PRIOR TO EXIT 49   I-695,39.248926,-76.6783728,2.0,2.0
MDOT_CHART_89ffe3ac0e5600b80041b48c33235daa,"Incident @ I-495 ON AM LEGION B [Collision, Property Damage]",,2004-12-09 08:44:12-05,2004-12-09 08:44:12-05,2004-12-09 22:00:06-05,accidentsAndIncidents,accident,I-495 ON AM LEGION BRIDGE,38.9677503,-77.176326,3.0,
MDOT_CHART_5700313a015b00b8004106e89f035daa,"Incident @ I-695 AT EXIT 28 PROV[Collision, Property Damage]",,2004-12-09 09:05:06-05,2004-12-09 09:05:08-05,2004-12-09 22:25:06-05,accidentsAndIncidents,accident,I-695 AT EXIT 28 PROVIDENCE RD,39.4118679,-76.5956152,2.0,1.0
MDOT_CHART_56006201016300b8004105e89f035daa,Incident @ O/L I-695 PRIOR EX 23 I-83[Debris In Roadway],,2004-12-09 09:37:16-05,2004-12-09 09:37:18-05,2004-12-09 22:55:06-05,obstruction,debris on roadway,O/L I-695 PRIOR EX 23 I-83,39.416139,-76.6489074,1.0,
MDOT_CHART_d8fff6d90e6500b80041b48c33235daa,Incident @ I-95 N OF MD 212 [Debris In Roadway],,2004-12-09 09:48:57-05,2004-12-09 09:48:57-05,2004-12-09 23:00:06-05,obstruction,debris on roadway,I-95 N OF MD 212,39.0497526,-76.9291091,1.0,
MDOT_CHART_1d0005010f7200b80041b48c33235daa,Incident @ I 95 @ MD 216 [Vehicle Fire],,2004-12-09 10:40:49-05,2004-12-09 10:40:49-05,2004-12-10 00:45:06-05,accidentsAndIncidents,vehicle on fire,I 95 @ MD 216,39.1283791,-76.8605563,3.0,1.0
MDOT_CHART_52000b2e0f7400b80041b48c33235daa,Incident @ I-95 AT MD 216 [Vehicle Fire],,2004-12-09 10:50:06-05,2004-12-09 10:50:06-05,2004-12-09 23:55:06-05,accidentsAndIncidents,vehicle on fire,I-95 AT MD 216,39.1291195,-76.862102,3.0,2.0
MDOT_CHART_37ff20e50f8d00b80041b48c33235daa,"Incident @ I-495 AT SLIGO CREEK [Collision, Personal Injury]",,2004-12-09 12:39:49-05,2004-12-09 12:39:49-05,2004-12-09 12:43:57-05,accidentsAndIncidents,accident,I-495 AT SLIGO CREEK,39.012874,-77.0328416,5.0,1.0
MDOT_CHART_54ff0238009400b8004104e897035daa,Disabled Vehicle Event @ I-495 AT SLIGO CREEK PARKWAY,,2004-12-09 13:07:18-05,2004-12-09 13:07:57-05,2004-12-09 13:11:00-05,accidentsAndIncidents,disabled vehicle,I-495 AT SLIGO CREEK PARKWAY,39.0151141,-77.0311807,1.0,
MDOT_CHART_2eff0405009f00b8004104e897035daa,Action Event @ US 50 PAST MD 704 [Debris],,2004-12-09 13:53:27-05,2004-12-09 13:53:37-05,2004-12-09 13:54:55-05,accidentsAndIncidents,incident,US 50 PAST MD 704,38.9457706,-76.8428913,1.0,
MDOT_CHART_f4fe07c500a200b8004104e897035daa,Incident @ I-495 AT MD 185[Off Road Activity],,2004-12-09 14:09:20-05,2004-12-09 14:09:49-05,2004-12-09 14:19:00-05,accidentsAndIncidents,incident,I-495 AT MD 185,39.004906,-77.0814371,2.0,
MDOT_CHART_91ff63f201ab00b8004106e89f035daa,"Incident @ I-695 PRIOR TO EX 11 [Collision, Personal Injury]",,2004-12-09 14:48:24-05,2004-12-09 14:48:15-05,2004-12-09 15:38:10-05,accidentsAndIncidents,accident,I-695 PRIOR TO EX 11 I-95,39.2808967,-76.7300675,4.0,2.0
MDOT_CHART_7cff37f40fac00b80041b48c33235daa,Congestion Event @ I-95 PRIOR W W BRIDGE,,2004-12-09 14:52:20-05,2004-12-09 14:52:20-05,2004-12-09 18:37:33-05,trafficConditions,traffic congestion,I-95 PRIOR W W BRIDGE,38.7884255,-77.0401892,0.0,
MDOT_CHART_a3ff38190fad00b80041b48c33235daa,Congestion Event @ I-95 PRIOR US 1,,2004-12-09 14:52:57-05,2004-12-09 14:52:57-05,2004-12-09 19:23:01-05,trafficConditions,traffic congestion,I-95 PRIOR US 1,39.0174918,-76.9247507,0.0,
MDOT_CHART_a8ff3b1a0fae00b80041b48c33235daa,Congestion Event @ I-495 PRIOR MD 650,,2004-12-09 14:57:14-05,2004-12-09 14:57:14-05,2004-12-09 18:39:59-05,trafficConditions,traffic congestion,I-495 PRIOR MD 650,39.0192917,-76.974031,0.0,
MDOT_CHART_12ff3c830fae00b80041b48c33235daa,Congestion Event @ I-495 INTO NORTHERN VIRGINIA,,2004-12-09 14:58:59-05,2004-12-09 14:58:59-05,2004-12-09 20:19:54-05,trafficConditions,traffic congestion,I-495 INTO NORTHERN VIRGINIA,38.9683312,-77.1842624,0.0,
MDOT_CHART_12ff0bd300ae00b8004104e897035daa,Incident @ I-95 PRIOR TO MD 210[Disabled In Roadway],,2004-12-09 15:00:46-05,2004-12-09 15:01:16-05,2004-12-09 15:05:30-05,accidentsAndIncidents,disabled vehicle,I-95 PRIOR TO MD 210,38.8034178,-76.9960567,1.0,0.0
MDOT_CHART_58ff3ec30fb200b80041b48c33235daa,Incident @ I-495 PRIOR MD 650 [Disabled In Roadway],,2004-12-09 15:17:07-05,2004-12-09 15:17:08-05,2004-12-09 15:40:41-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR MD 650,39.0170496,-76.9733133,3.0,1.0
MDOT_CHART_3fff0df700b500b8004104e897035daa,Incident @ I-95 NORTH OF MD 198[Disabled In Roadway],,2004-12-09 15:31:07-05,2004-12-09 15:31:11-05,2004-12-09 15:49:30-05,accidentsAndIncidents,disabled vehicle,I-95 NORTH OF MD 198,39.0987863,-76.8869751,3.0,1.0
MDOT_CHART_77ff6dc201b700b8004106e89f035daa,Incident @ I-95 PRIOR TO EX 49 I-695[Debris In Roadway],,2004-12-09 15:39:14-05,2004-12-09 15:38:59-05,2004-12-09 16:05:33-05,obstruction,debris on roadway,I-95 PRIOR TO EX 49 I-695,39.2484112,-76.6799699,1.0,
MDOT_CHART_1bff10cd00b800b8004104e897035daa,Incident @ I-95 RAMP TO MD 337[Disabled In Roadway],,2004-12-09 15:43:22-05,2004-12-09 15:43:37-05,2004-12-09 15:56:34-05,accidentsAndIncidents,disabled vehicle,I-95 RAMP TO MD 337,38.8391243,-76.8657453,1.0,1.0
MDOT_CHART_c9ff46250fb900b80041b48c33235daa,Congestion Event @ I-95 PRIOR MD 212,,2004-12-09 15:44:21-05,2004-12-09 15:44:21-05,2004-12-09 19:09:47-05,trafficConditions,traffic congestion,I-95 PRIOR MD 212,39.0496247,-76.9286369,0.0,
MDOT_CHART_33ff12e100ba00b8004104e897035daa,Incident @ I-495 PRIOR TO MD 185[Disabled In Roadway],,2004-12-09 15:52:18-05,2004-12-09 15:52:32-05,2004-12-09 16:05:50-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR TO MD 185,39.0034229,-77.077445,2.0,1.0
MDOT_CHART_70ff6db801bb00b8004105e89f035daa,"Incident @ W/B I-70 PRIOR US 29[Collision, Personal Injury]",,2004-12-09 15:56:16-05,2004-12-09 15:56:06-05,2004-12-09 18:18:16-05,accidentsAndIncidents,accident,W/B I-70 PRIOR US 29,39.29675,-76.8166628,9.0,3.0
MDOT_CHART_ceff47260fbc00b80041b48c33235daa,Disabled Vehicle Event @ I-95 PRIOR MD 198,,2004-12-09 15:57:10-05,2004-12-09 15:57:10-05,2004-12-09 16:06:08-05,accidentsAndIncidents,disabled vehicle,I-95 PRIOR MD 198,39.0972093,-76.8898071,1.0,
MDOT_CHART_7aff152200bd00b8004104e897035daa,Disabled Vehicle Event @ I-95 NORTH OF MD 198,,,2004-12-09 16:02:34-05,2004-12-09 16:07:18-05,accidentsAndIncidents,disabled vehicle,I-95 NORTH OF MD 198,39.0986584,-76.886699,1.0,
MDOT_CHART_19ff18ba00c100b8004104e897035daa,Disabled Vehicle Event @ I-495 PRIOR TO RIGGS RD.,,2004-12-09 16:21:30-05,2004-12-09 16:22:05-05,2004-12-09 16:23:18-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR TO RIGGS RD.,39.0155514,-76.9739195,1.0,
MDOT_CHART_0d004b5b0fc200b80041b48c33235daa,Incident @ I-270 PRIOR SHADY GROVE RD [Vehicle Fire],,2004-12-09 16:23:39-05,2004-12-09 16:23:39-05,2004-12-09 16:34:29-05,accidentsAndIncidents,vehicle on fire,I-270 PRIOR SHADY GROVE RD,39.1100111,-77.1862627,4.0,
MDOT_CHART_28ff1bc300c400b8004104e897035daa,Incident @ I 270 NORTH OF OLD GEORGETOW[Disabled In Roadway],,2004-12-09 16:34:15-05,2004-12-09 16:34:26-05,2004-12-09 17:11:37-05,accidentsAndIncidents,disabled vehicle,I 270 NORTH OF OLD GEORGETOWN RD,39.0293168,-77.1170341,3.0,1.0
MDOT_CHART_e1ff571d0fc800b80041b48c33235daa,Disabled Vehicle Event @ I-495 AT MD 97,,2004-12-09 16:48:13-05,2004-12-09 16:48:13-05,2004-12-09 16:59:40-05,accidentsAndIncidents,disabled vehicle,I-495 AT MD 97,39.0124554,-77.0406613,1.0,
MDOT_CHART_96ff5eca0fc900b80041b48c33235daa,Incident @ US 50 AT MD 704 HOV LN [Disabled In Roadway],,2004-12-09 16:55:22-05,2004-12-09 16:55:22-05,2004-12-09 17:04:05-05,accidentsAndIncidents,disabled vehicle,US 50 AT MD 704 HOV LN,38.9463731,-76.842507,1.0,
MDOT_CHART_9aff74cc01c900b8004106e89f035daa,"Incident @ I-695 RAMP TO EX 24 I[Collision, Property Damage]",,2004-12-09 16:56:38-05,2004-12-09 16:56:37-05,2004-12-09 17:05:12-05,accidentsAndIncidents,accident,I-695 RAMP TO EX 24 I-83 N/B,39.4202556,-76.6401067,2.0,0.0
MDOT_CHART_1f00774d01ca00b8004106e89f035daa,"Incident @ I-695 @ EX 17 SECURIT[Collision, Property Damage]",,2004-12-09 16:57:50-05,2004-12-09 16:57:49-05,2004-12-09 17:01:07-05,accidentsAndIncidents,accident,I-695 @ EX 17 SECURITY BLVD,39.3481394,-76.744858,2.0,
MDOT_CHART_0eff1f9c00cd00b8004104e897035daa,Disabled Vehicle Event @ I-495 PRIOR TO US 29,,,2004-12-09 17:12:26-05,2004-12-09 17:13:17-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR TO US 29,39.0151203,-77.0158942,1.0,
MDOT_CHART_18ff21a000d100b8004104e897035daa,Incident @ I-95 PAST  GOOD LUCK RD[Disabled In Roadway],,2004-12-09 17:29:21-05,2004-12-09 17:29:30-05,2004-12-09 17:56:19-05,accidentsAndIncidents,disabled vehicle,I-95 PAST  GOOD LUCK RD,38.9588681,-76.8676085,4.0,1.0
MDOT_CHART_f7ff67190fd200b80041b48c33235daa,"Incident @ US 50 PRIOR B/ W PKW [Collision, Property Damage]",,2004-12-09 17:30:49-05,2004-12-09 17:30:48-05,2004-12-09 17:32:31-05,accidentsAndIncidents,accident,US 50 PRIOR B/ W PKWY,38.9419572,-76.8578974,2.0,
MDOT_CHART_e9ff266a00d300b8004104e897035daa,Disabled Vehicle Event @ I-270 PRIOR TO I-495,,2004-12-09 17:37:05-05,2004-12-09 17:37:51-05,2004-12-09 17:38:30-05,accidentsAndIncidents,disabled vehicle,I-270 PRIOR TO I-495,39.0340102,-77.140701,1.0,
MDOT_CHART_7eff2af700d700b8004104e897035daa,Disabled Vehicle Event @ MD 295 PRIOR TO I-95,,2004-12-09 17:57:37-05,2004-12-09 17:57:51-05,2004-12-09 18:00:39-05,accidentsAndIncidents,disabled vehicle,MD 295 PRIOR TO I-95,38.9900722,-76.8872652,1.0,
MDOT_CHART_58ff2cce00d800b8004104e897035daa,Disabled Vehicle Event @ I 95 AT VA 241,,2004-12-09 18:00:05-05,2004-12-09 18:00:25-05,2004-12-09 18:01:15-05,accidentsAndIncidents,disabled vehicle,I 95 AT VA 241,38.7933229,-77.0416037,1.0,
MDOT_CHART_abff2e1c00db00b8004104e897035daa,Disabled Vehicle Event @ I-495 PRIOR  MD 97,,2004-12-09 18:10:29-05,2004-12-09 18:11:02-05,2004-12-09 18:12:18-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR  MD 97,39.0110878,-77.0408915,1.0,
MDOT_CHART_efff74fb0fdb00b80041b48c33235daa,"Incident @ I-495 PRIOR MD 650 [Collision, Property Damage]",,2004-12-09 18:12:59-05,2004-12-09 18:12:56-05,2004-12-09 18:42:52-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR MD 650,39.0181283,-76.9745556,1.0,
MDOT_CHART_17ff308500dc00b8004104e897035daa,Disabled Vehicle Event @ MD 295 NORTH OF MD 193,,2004-12-09 18:16:08-05,2004-12-09 18:16:29-05,2004-12-09 18:17:16-05,accidentsAndIncidents,disabled vehicle,MD 295 NORTH OF MD 193,38.9948255,-76.8801257,1.0,
MDOT_CHART_6600796b0fdd00b80041b48c33235daa,Disabled Vehicle Event @ I-95 AT MD 210,,2004-12-09 18:19:07-05,2004-12-09 18:19:04-05,2004-12-09 18:47:22-05,accidentsAndIncidents,disabled vehicle,I-95 AT MD 210,38.8051841,-76.9898477,1.0,
MDOT_CHART_30ff349800de00b8004104e897035daa,Incident @ I-270 AT MD 28[Disabled In Roadway],,2004-12-09 18:24:42-05,2004-12-09 18:24:52-05,2004-12-09 18:27:40-05,accidentsAndIncidents,disabled vehicle,I-270 AT MD 28,39.0845949,-77.1702215,1.0,1.0
MDOT_CHART_75ff36d900e000b8004104e897035daa,Disabled Vehicle Event @ I-495 PRIOR TO MD 185,,2004-12-09 18:34:03-05,2004-12-09 18:34:20-05,2004-12-09 18:35:52-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR TO MD 185,39.0049091,-77.0769089,1.0,
MDOT_CHART_59ff38ba00e100b8004104e897035daa,Disabled Vehicle Event @ I-495 AT MD 185,,2004-12-09 18:37:46-05,2004-12-09 18:38:26-05,2004-12-09 18:38:51-05,accidentsAndIncidents,disabled vehicle,I-495 AT MD 185,39.0044674,-77.0769084,1.0,
MDOT_CHART_e5ff3b4200e200b8004104e897035daa,Disabled Vehicle Event @ I-495 WEST OF MD 185,,2004-12-09 18:40:12-05,2004-12-09 18:40:29-05,2004-12-09 18:41:15-05,accidentsAndIncidents,disabled vehicle,I-495 WEST OF MD 185,39.0044671,-77.0774745,1.0,
MDOT_CHART_f5ff3d4d00e500b8004104e897035daa,Incident @ I-270 AT MD 124[Disabled In Roadway],,2004-12-09 18:53:16-05,2004-12-09 18:53:27-05,2004-12-09 19:01:59-05,accidentsAndIncidents,disabled vehicle,I-270 AT MD 124,39.146341,-77.2157873,1.0,
MDOT_CHART_2dff408000e700b8004104e897035daa,"Incident @ I-270 AT GROVESNOR LA[Collision, Property Damage]",,2004-12-09 19:02:33-05,2004-12-09 19:02:40-05,2004-12-09 19:27:04-05,accidentsAndIncidents,accident,I-270 AT GROVESNOR LANE,39.0190128,-77.1043577,2.0,
